name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,risk_probability,predicted_risk_probability,risk_level
Varun Desai,21,Male,BSc IT,1st Year,82,6.2,6.5,8.1,6.4,7.6,2.0,rarely,0,7.0,1,1,0.49128072755650276,0.49,Medium
Nisha Patel,20,Female,BSc IT,2nd Year,83,8.8,6.4,7.8,6.0,7.4,0.0,never,0,7.3,0,0,0.3596812438094667,0.36,Medium
Diya Joshi,22,Female,BA,2nd Year,82,7.7,8.2,8.0,6.6,9.6,1.0,regularly,0,8.0,3,1,0.16431551460215485,0.17,Low
Vivaan Singh,21,Female,BSc IT,1st Year,94,10.0,7.0,6.1,7.3,8.9,2.0,regularly,0,7.9,3,1,0.2097877960200498,0.22,Low
Neha Tiwari,19,Female,BBA,1st Year,73,5.4,6.9,6.6,6.2,9.6,0.0,regularly,0,7.0,3,0,0.2622835189242728,0.27,Low
Karan Iyer,19,Male,BSc CS,1st Year,60,8.0,7.8,6.8,6.3,7.9,2.0,occasionally,0,7.4,2,1,0.4839421316445058,0.48,Medium
Nisha Sharma,19,Male,BSc CS,2nd Year,100,7.2,6.4,8.0,6.8,5.8,0.0,regularly,0,6.8,3,0,0.15583635981631003,0.17,Low
Siddharth Gupta,19,Female,BA,1st Year,62,7.9,7.8,5.9,5.1,7.2,1.0,rarely,0,6.8,1,1,0.5284089203709817,0.53,Medium
Krishna Kulkarni,20,Female,BSc IT,3rd Year,97,7.6,7.6,4.8,6.5,8.5,0.0,occasionally,0,7.0,2,0,0.21232403877900163,0.21,Low
Shreya Khan,18,Female,BSc IT,1st Year,70,8.6,6.4,6.6,7.9,5.3,0.0,rarely,0,6.9,1,0,0.3993606867365008,0.4,Medium
Shreya Kulkarni,22,Female,BBA,1st Year,52,6.7,5.9,5.7,5.1,7.0,1.0,regularly,1,6.1,3,1,0.5372332442897019,0.53,Medium
Ananya Nair,21,Male,BA,1st Year,87,8.1,3.4,10.0,6.6,7.3,1.0,never,0,7.1,0,1,0.43648887955097987,0.43,Medium
Varun Iyer,21,Male,BSc IT,3rd Year,100,6.1,6.8,4.8,8.1,6.6,0.0,regularly,0,6.5,3,0,0.19761683224780136,0.21,Low
Rahul Sharma,19,Female,BA,3rd Year,77,6.1,8.4,8.4,8.2,7.4,0.0,rarely,0,7.7,1,0,0.27828135786535396,0.29,Low
Arjun Kapoor,19,Male,BSc IT,2nd Year,75,10.0,6.6,7.0,6.5,7.9,2.0,occasionally,0,7.6,2,1,0.3852987964102411,0.4,Medium
Ishaan Mehta,20,Female,BCom,3rd Year,73,7.8,6.6,7.1,8.3,7.0,0.0,occasionally,0,7.4,2,0,0.2749647327190323,0.28,Low
Aisha Nair,20,Female,BSc CS,2nd Year,71,5.2,7.0,8.0,4.8,6.9,1.0,regularly,0,6.4,3,1,0.41658912867304976,0.41,Medium
Anjali Sharma,22,Male,BSc IT,3rd Year,74,7.4,7.7,8.4,6.6,7.0,0.0,regularly,0,7.4,3,0,0.20115856769817203,0.21,Low
Riya Desai,19,Male,BA,3rd Year,54,9.7,6.3,8.9,6.6,8.0,2.0,rarely,0,7.9,1,1,0.5056877870156378,0.52,Medium
Ananya Kulkarni,20,Female,BA,3rd Year,73,6.9,5.4,7.0,6.0,8.3,1.0,rarely,0,6.7,1,1,0.48638833028183814,0.49,Medium
Vikram Patel,18,Male,BSc IT,2nd Year,93,7.6,6.9,8.2,5.2,7.1,0.0,regularly,0,7.0,3,0,0.16431551460215496,0.16,Low
Yash Chopra,20,Female,BA,1st Year,69,7.7,7.5,7.9,8.5,7.9,1.0,occasionally,0,7.9,2,1,0.2993516823243389,0.3,Low
Tanvi Verma,18,Male,BBA,2nd Year,56,5.9,6.5,5.7,6.0,6.5,1.0,regularly,1,6.1,3,1,0.5156376624546026,0.51,Medium
Rohan Desai,20,Female,BCom,1st Year,72,7.2,6.2,6.5,7.3,6.6,0.0,occasionally,0,6.8,2,0,0.35102200078038226,0.35,Medium
Shreya Kapoor,20,Female,BSc CS,2nd Year,78,8.5,8.4,7.0,6.7,6.3,0.0,never,0,7.4,0,0,0.370666626647057,0.37,Medium
Rohan Mehta,19,Female,BBA,3rd Year,76,8.1,6.7,6.1,8.4,7.4,0.0,occasionally,0,7.3,2,0,0.26382927634540926,0.26,Low
Akash Pandey,21,Male,BSc CS,3rd Year,62,6.6,4.6,7.7,7.4,5.8,1.0,occasionally,0,6.4,2,1,0.5091244709907855,0.5,Medium
Akash Jain,18,Female,BSc IT,2nd Year,100,6.9,4.9,4.7,6.7,7.3,0.0,occasionally,0,6.1,2,0,0.3035087192724435,0.3,Low
Harsh Sharma,21,Female,BSc IT,3rd Year,98,6.1,9.2,7.2,6.3,7.6,2.0,never,0,7.3,0,1,0.4418465047873459,0.44,Medium
Vivaan Shah,22,Female,BBA,3rd Year,71,7.0,7.0,7.0,7.5,6.4,0.0,regularly,0,7.0,3,0,0.2723834678992706,0.27,Low
Anjali Shah,19,Male,BBA,2nd Year,70,8.3,7.5,9.2,9.9,7.0,1.0,occasionally,0,8.4,2,1,0.23905213554641783,0.26,Low
Aryan Bansal,20,Male,BSc CS,2nd Year,58,8.2,7.0,6.0,7.6,6.2,2.0,regularly,0,7.0,3,1,0.47754899900951464,0.47,Medium
Ishaan Iyer,22,Female,BSc CS,2nd Year,49,9.9,8.6,4.5,10.0,7.8,1.0,never,1,8.2,0,1,0.48163099918960284,0.48,Medium
Rohan Mishra,20,Female,BBA,3rd Year,100,7.2,7.5,7.4,8.5,6.5,0.0,occasionally,0,7.4,2,0,0.1457514181949155,0.16,Low
Arjun Bansal,21,Male,BSc CS,3rd Year,79,6.4,7.7,6.2,9.0,7.2,1.0,occasionally,0,7.3,2,1,0.3276555512200979,0.33,Medium
Tanvi Pandey,20,Female,BBA,3rd Year,63,8.3,6.6,5.2,5.8,6.2,1.0,regularly,0,6.4,3,1,0.4472491520845214,0.45,Medium
Siddharth Joshi,22,Female,BA,3rd Year,68,7.0,7.0,5.8,7.1,7.0,0.0,rarely,0,6.8,1,0,0.42874508509169484,0.42,Medium
Vivaan Singh,21,Male,BSc CS,2nd Year,59,7.9,4.8,4.9,7.0,7.6,1.0,regularly,0,6.4,3,1,0.4675240868025332,0.47,Medium
Yash Khan,18,Male,BCom,3rd Year,91,7.0,6.0,6.1,7.3,5.1,1.0,rarely,0,6.3,1,1,0.4566437554401657,0.46,Medium
Arjun Khan,21,Male,BCom,2nd Year,87,6.8,8.6,8.0,7.4,7.5,0.0,never,0,7.6,0,0,0.299696851457214,0.29,Low
Anjali Verma,20,Female,BSc CS,2nd Year,87,7.4,6.0,8.3,6.0,7.8,1.0,occasionally,0,7.1,2,1,0.31605486688477363,0.31,Medium
Kavya Agarwal,21,Female,BBA,2nd Year,73,5.9,5.6,8.0,6.0,7.0,2.0,never,0,6.5,0,1,0.6500285139718462,0.65,High
Aisha Agarwal,18,Male,BSc CS,3rd Year,74,9.8,8.5,6.9,6.8,6.2,1.0,never,0,7.6,0,1,0.43602365158927875,0.43,Medium
Siddharth Iyer,22,Male,BA,1st Year,30,7.0,9.4,5.5,5.6,7.7,1.0,never,1,7.0,0,1,0.7011435603445687,0.68,High
Akash Tiwari,19,Female,BBA,3rd Year,33,6.9,6.0,8.8,7.7,7.3,1.0,occasionally,0,7.3,2,1,0.5319206411141458,0.52,Medium
Aisha Shah,22,Male,BA,2nd Year,78,8.5,7.4,7.0,7.3,4.8,1.0,regularly,0,7.0,3,1,0.3115226460965873,0.32,Medium
Aryan Khan,22,Male,BSc IT,2nd Year,67,6.7,6.6,7.4,8.1,7.2,1.0,regularly,0,7.2,3,1,0.33499414713209463,0.34,Medium
Siddharth Sharma,22,Female,BBA,2nd Year,93,8.2,8.3,6.8,8.3,7.0,0.0,rarely,0,7.7,1,0,0.20391992076117307,0.21,Low
Anjali Pandey,20,Male,BSc CS,3rd Year,45,6.7,8.2,6.5,6.3,8.7,0.0,regularly,0,7.3,3,0,0.34904103010475135,0.35,Medium
Priya Malhotra,22,Male,BCom,2nd Year,66,7.6,9.4,6.5,8.0,8.0,2.0,rarely,0,7.9,1,1,0.45071585076687587,0.45,Medium
Kavya Khan,20,Male,BA,3rd Year,91,6.5,5.1,9.3,4.1,6.5,1.0,rarely,0,6.3,1,1,0.45392742443797457,0.46,Medium
Aryan Joshi,21,Male,BA,3rd Year,73,8.7,5.5,5.2,6.3,7.0,1.0,regularly,0,6.5,3,1,0.3893357745295195,0.39,Medium
Nisha Iyer,19,Male,BCom,1st Year,73,7.2,5.7,7.9,9.2,6.0,1.0,rarely,0,7.2,1,1,0.42876009244529806,0.43,Medium
Vikram Singh,21,Male,BBA,3rd Year,69,7.7,7.0,8.2,6.8,6.5,1.0,occasionally,0,7.2,2,1,0.3826424948224631,0.38,Medium
Riya Reddy,18,Female,BSc CS,1st Year,67,5.6,7.6,7.4,7.3,7.7,1.0,regularly,0,7.1,3,1,0.3473752138547887,0.35,Medium
Rahul Iyer,21,Female,BSc CS,3rd Year,73,5.1,7.3,5.7,8.2,5.4,0.0,rarely,0,6.4,1,0,0.4550529759582195,0.46,Medium
Akash Mishra,19,Female,BCom,1st Year,95,6.9,5.1,5.4,6.2,7.6,0.0,regularly,0,6.3,3,0,0.2452351652309631,0.25,Low
Aisha Chopra,22,Male,BA,3rd Year,52,5.7,6.9,8.3,6.3,6.5,1.0,regularly,0,6.8,3,1,0.45860971876219353,0.46,Medium
Karan Shah,19,Female,BSc IT,1st Year,73,7.1,8.3,6.6,6.4,7.8,1.0,occasionally,0,7.2,2,1,0.3613020379986192,0.36,Medium
Nisha Pandey,19,Male,BCom,1st Year,85,8.1,7.0,8.4,7.6,8.7,1.0,regularly,0,7.9,3,1,0.16671669117867746,0.17,Low
Simran Kapoor,19,Female,BCom,1st Year,75,7.2,6.4,5.5,6.4,7.3,0.0,rarely,0,6.6,1,0,0.4176396434252784,0.42,Medium
Yash Kulkarni,22,Male,BCom,2nd Year,73,7.1,8.1,7.9,8.5,7.7,0.0,occasionally,0,7.9,2,0,0.2168562595671879,0.22,Low
Rohan Kapoor,18,Male,BCom,3rd Year,78,6.5,7.7,9.5,5.8,6.2,0.0,occasionally,0,7.1,2,0,0.27946693880001183,0.28,Low
Tanvi Verma,18,Male,BA,2nd Year,43,6.7,4.8,7.6,6.4,8.7,0.0,occasionally,0,6.8,2,0,0.47343698412221974,0.47,Medium
Rohan Chopra,18,Male,BSc CS,2nd Year,82,5.3,6.8,9.6,6.5,8.8,0.0,occasionally,0,7.4,2,0,0.23019779692049103,0.23,Low
Krishna Tiwari,18,Male,BBA,1st Year,57,7.3,7.7,7.0,7.0,6.6,1.0,rarely,0,7.1,1,1,0.5111804784344328,0.5,Medium
Simran Mehta,22,Male,BA,3rd Year,81,4.6,7.0,7.5,6.7,7.7,1.0,rarely,0,6.7,1,1,0.4515562625686586,0.45,Medium
Aryan Singh,22,Male,BCom,3rd Year,93,8.7,6.4,6.5,7.9,9.0,0.0,never,0,7.7,0,0,0.2594921511540655,0.26,Low
Harsh Verma,18,Female,BA,3rd Year,73,5.1,8.6,7.2,8.9,6.8,3.0,never,0,7.3,0,1,0.6236005642764956,0.62,High
Shreya Agarwal,21,Female,BCom,2nd Year,73,7.3,7.0,7.7,6.5,7.1,2.0,occasionally,0,7.1,2,1,0.4530119758681754,0.46,Medium
Ananya Shah,20,Female,BA,2nd Year,89,5.3,8.0,8.2,4.4,8.6,2.0,rarely,0,6.9,1,1,0.47022541045112104,0.47,Medium
Nisha Jain,19,Female,BCom,2nd Year,77,6.2,5.5,6.0,6.4,7.0,1.0,rarely,0,6.2,1,1,0.5289641924543027,0.53,Medium
Sneha Bansal,18,Male,BCom,3rd Year,56,7.6,7.5,6.6,5.0,6.2,0.0,regularly,0,6.6,3,0,0.3840231713539633,0.38,Medium
Ishaan Saxena,18,Female,BCom,1st Year,83,5.6,8.1,6.4,6.8,5.0,0.0,occasionally,0,6.4,2,0,0.3479905153525226,0.34,Medium
Aarav Verma,20,Male,BSc IT,2nd Year,64,6.6,6.3,7.2,5.6,8.1,1.0,rarely,0,6.8,1,1,0.5220307950895939,0.53,Medium
Riya Pandey,21,Male,BSc CS,1st Year,73,7.6,7.0,8.6,7.0,5.0,1.0,occasionally,0,7.0,2,1,0.3899810907344597,0.39,Medium
Karan Reddy,20,Female,BSc CS,1st Year,74,8.4,7.0,9.9,6.0,7.0,1.0,regularly,0,7.7,3,1,0.2478914668187412,0.27,Low
Tanvi Reddy,22,Female,BSc CS,3rd Year,73,7.5,7.0,6.8,8.6,7.7,3.0,occasionally,0,7.5,2,1,0.4830266830747066,0.48,Medium
Neha Agarwal,18,Male,BSc CS,2nd Year,73,7.7,7.1,7.6,5.8,4.2,3.0,rarely,0,6.5,1,1,0.6667166911786774,0.67,High
Yash Bansal,20,Female,BBA,3rd Year,94,5.4,9.3,7.2,9.4,9.2,1.0,never,0,8.1,0,1,0.28557493171654114,0.29,Low
Yash Khan,21,Female,BSc IT,3rd Year,77,5.6,6.8,8.3,8.4,7.4,2.0,regularly,0,7.3,3,1,0.35046672869706147,0.36,Medium
Ananya Nair,18,Male,BCom,2nd Year,60,6.4,8.2,6.4,7.5,6.8,0.0,occasionally,0,7.1,2,0,0.3687006633250292,0.37,Medium
Arjun Bansal,21,Male,BSc IT,3rd Year,73,7.8,7.8,8.9,5.1,8.1,0.0,regularly,0,7.5,3,0,0.19404508209022414,0.2,Low
Ananya Kapoor,21,Male,BSc IT,1st Year,73,7.4,7.5,7.0,8.4,7.0,3.0,occasionally,0,7.5,2,1,0.4897499774889695,0.49,Medium
Aarav Khan,22,Female,BA,1st Year,90,6.2,7.0,7.4,6.6,6.6,1.0,regularly,0,6.8,3,1,0.28041240207701784,0.28,Low
Vikram Jain,18,Male,BSc CS,3rd Year,73,6.5,7.2,10.0,4.3,6.8,1.0,occasionally,0,7.0,2,1,0.39754479695050576,0.39,Medium
Harsh Malhotra,21,Female,BSc IT,1st Year,73,7.7,6.8,6.3,4.9,7.4,1.0,never,1,6.6,0,1,0.559384098208122,0.56,Medium
Pooja Sharma,19,Male,BBA,2nd Year,58,7.2,8.6,7.0,8.0,6.5,2.0,regularly,0,7.5,3,1,0.42220187892067107,0.43,Medium
Tanvi Malhotra,22,Female,BA,3rd Year,58,6.1,6.3,7.8,6.2,5.0,3.0,rarely,0,6.3,1,1,0.7586517393522827,0.75,High
Varun Mehta,22,Female,BSc IT,3rd Year,98,5.9,6.4,7.2,9.0,7.2,0.0,regularly,0,7.1,3,0,0.1294984542425788,0.13,Low
Tanvi Mehta,19,Male,BA,3rd Year,65,8.0,5.8,7.0,6.8,5.7,2.0,never,0,6.7,0,1,0.6612540144670889,0.65,High
Vikram Mishra,22,Male,BSc CS,2nd Year,74,7.4,6.0,6.6,6.6,8.9,1.0,regularly,0,7.1,3,1,0.3135036167722183,0.32,Medium
Sneha Saxena,20,Female,BSc CS,3rd Year,69,7.4,7.4,7.8,7.8,9.1,1.0,never,0,7.9,0,1,0.4240177687066662,0.41,Medium
Meera Pandey,19,Male,BSc CS,2nd Year,93,5.7,4.7,5.8,5.0,6.2,1.0,occasionally,0,5.5,2,1,0.484347330191794,0.47,Medium
Sneha Mehta,18,Male,BBA,1st Year,67,6.6,5.7,6.0,7.9,7.2,1.0,regularly,0,6.7,3,1,0.39287750997989024,0.39,Medium
Neha Reddy,18,Male,BCom,1st Year,72,7.6,7.1,7.0,7.3,6.2,1.0,occasionally,0,7.1,2,1,0.39046132604976436,0.39,Medium
Kavya Singh,21,Female,BCom,3rd Year,100,6.9,7.8,8.4,8.8,8.4,0.0,occasionally,0,8.0,2,0,0.07107482666506575,0.08,Low
Meera Reddy,19,Female,BCom,2nd Year,53,7.0,6.2,6.4,4.2,6.0,2.0,regularly,1,6.0,3,1,0.6240958069454032,0.62,High
Akash Jain,19,Female,BBA,1st Year,69,8.0,7.4,5.0,7.1,6.0,0.0,occasionally,0,6.7,2,0,0.3702464207461656,0.36,Medium
Aryan Chopra,19,Male,BSc CS,3rd Year,67,5.2,7.8,8.4,6.7,8.2,0.0,rarely,0,7.2,1,0,0.37329291352762856,0.37,Medium
Rahul Malhotra,18,Female,BA,3rd Year,51,7.5,7.0,7.4,5.8,5.0,1.0,regularly,0,6.5,3,1,0.48460245520304934,0.48,Medium
Shreya Gupta,22,Male,BSc CS,2nd Year,72,5.7,6.3,9.2,7.4,7.7,1.0,occasionally,0,7.2,2,1,0.3691959059939371,0.37,Medium
Anjali Bansal,20,Female,BSc CS,1st Year,73,7.9,6.0,5.4,7.2,6.5,1.0,never,1,6.6,0,1,0.5629858630729058,0.56,Medium
Tanvi Mehta,20,Male,BSc IT,1st Year,73,7.6,6.6,6.9,6.4,8.2,0.0,regularly,0,7.1,3,0,0.24182849596302178,0.24,Low
Aisha Singh,19,Male,BSc CS,2nd Year,78,6.8,6.5,7.4,8.1,6.3,0.0,never,0,7.0,0,0,0.4105111504637271,0.42,Medium
Anjali Bansal,19,Female,BCom,3rd Year,73,9.4,6.6,5.7,6.5,8.9,0.0,occasionally,0,7.4,2,0,0.27088273253894407,0.27,Low
Simran Mishra,20,Female,BSc IT,1st Year,95,5.8,6.1,8.2,6.6,6.8,1.0,never,0,6.7,0,1,0.44909505657772325,0.45,Medium
Krishna Verma,19,Male,BSc CS,2nd Year,77,7.4,9.3,6.5,6.8,7.0,1.0,rarely,0,7.4,1,1,0.3878350391691928,0.39,Medium
Kavya Iyer,22,Male,BA,3rd Year,100,7.0,5.6,6.4,6.5,9.8,3.0,rarely,0,7.0,1,1,0.47531290332262816,0.49,Medium
Ishaan Sharma,20,Male,BA,1st Year,55,8.8,6.2,7.0,7.2,7.1,0.0,rarely,0,7.3,1,0,0.42969054836870063,0.44,Medium
Aisha Verma,20,Male,BSc CS,3rd Year,69,6.9,5.0,6.4,6.8,6.6,0.0,never,0,6.3,0,0,0.5380586487378816,0.54,Medium
Varun Gupta,22,Male,BA,2nd Year,54,7.8,6.2,5.5,7.7,6.2,1.0,regularly,1,6.7,3,1,0.45680883632980157,0.45,Medium
Diya Patel,18,Male,BSc IT,1st Year,100,6.6,7.0,9.6,7.9,5.9,0.0,never,0,7.4,0,0,0.2691718942281717,0.28,Low
Harsh Kulkarni,18,Male,BSc CS,1st Year,86,6.0,5.2,7.1,6.9,7.0,1.0,regularly,0,6.4,3,1,0.33921121349461225,0.34,Medium
Sneha Verma,21,Male,BA,3rd Year,76,6.7,6.4,8.1,7.9,9.4,1.0,regularly,0,7.7,3,1,0.23406969415013332,0.25,Low
Shreya Mehta,20,Female,BA,2nd Year,86,4.8,6.7,7.2,9.2,7.0,0.0,occasionally,0,7.0,2,0,0.2577512981360867,0.26,Low
Aisha Tiwari,21,Male,BSc CS,2nd Year,82,7.4,7.5,7.1,5.6,8.8,0.0,occasionally,0,7.3,2,0,0.24299906954407655,0.23,Low
Neha Iyer,20,Female,BSc IT,3rd Year,60,7.8,7.0,7.0,6.3,7.3,1.0,regularly,0,7.1,3,1,0.3816670168382508,0.38,Medium
Sneha Kulkarni,18,Female,BA,1st Year,100,9.9,6.1,8.5,6.9,8.9,2.0,occasionally,0,8.0,2,1,0.21970765675180823,0.24,Low
Yash Singh,18,Male,BSc CS,2nd Year,72,5.5,6.4,8.6,7.3,4.9,2.0,regularly,0,6.5,3,1,0.46629348380706553,0.47,Medium
Aryan Khan,22,Male,BCom,1st Year,100,8.2,5.0,7.4,5.0,8.2,0.0,rarely,0,6.7,1,0,0.28742083620974274,0.3,Low
Ananya Mehta,22,Female,BBA,1st Year,80,6.7,7.0,7.1,7.5,7.0,1.0,regularly,0,7.1,3,1,0.29354383647987503,0.3,Low
Aisha Saxena,21,Female,BCom,3rd Year,73,8.2,7.0,7.6,7.2,5.7,2.0,never,0,7.1,0,1,0.573791157667257,0.57,Medium
Ananya Saxena,19,Female,BSc CS,1st Year,78,8.1,6.0,8.6,9.1,7.0,1.0,occasionally,0,7.8,2,1,0.27757601224600065,0.28,Low
Anjali Patel,21,Male,BCom,1st Year,76,8.4,7.7,7.1,5.8,6.9,0.0,never,0,7.2,0,0,0.4018819221418493,0.41,Medium
Pooja Agarwal,21,Female,BA,2nd Year,84,6.2,6.2,7.9,8.2,8.8,1.0,never,0,7.5,0,1,0.4054386649458234,0.4,Medium
Manav Mehta,19,Male,BSc CS,2nd Year,75,7.5,5.7,6.5,5.3,8.3,1.0,regularly,0,6.7,3,1,0.3638532881111744,0.37,Medium
Diya Sharma,22,Male,BBA,1st Year,87,7.5,6.6,4.8,8.8,6.2,0.0,never,0,6.8,0,0,0.40189692949545264,0.4,Medium
Siddharth Verma,22,Male,BA,3rd Year,89,8.4,5.4,8.0,6.8,7.0,0.0,regularly,0,7.1,3,0,0.17384518414022868,0.17,Low
Harsh Joshi,22,Male,BSc IT,2nd Year,72,8.5,8.0,6.2,6.6,5.4,1.0,regularly,0,6.9,3,1,0.34392352252603764,0.34,Medium
Nisha Reddy,19,Female,BSc IT,3rd Year,76,6.4,5.6,7.4,7.2,6.2,0.0,regularly,0,6.5,3,0,0.29675541015097395,0.3,Low
Riya Saxena,20,Female,BSc CS,1st Year,75,6.3,5.4,6.4,7.1,7.0,1.0,regularly,0,6.5,3,1,0.3894108112975357,0.4,Medium
Karan Sharma,21,Female,BBA,2nd Year,84,7.2,8.1,6.6,9.0,9.3,4.0,never,1,8.0,0,1,0.5634360836810035,0.55,Medium
Shreya Pandey,22,Female,BCom,2nd Year,61,6.5,7.8,7.0,5.0,6.8,1.0,never,1,6.6,0,1,0.609388600414203,0.6,Medium
Rahul Kulkarni,20,Female,BSc CS,1st Year,86,7.8,7.5,6.6,7.1,7.0,1.0,regularly,0,7.2,3,1,0.24639073145841445,0.25,Low
Krishna Patel,19,Male,BSc CS,1st Year,81,8.1,7.7,7.9,6.2,6.4,3.0,regularly,0,7.3,3,1,0.4127022240898039,0.41,Medium
Harsh Agarwal,18,Male,BSc CS,2nd Year,88,7.5,6.6,7.0,7.8,7.8,1.0,never,0,7.3,0,1,0.4037728486958609,0.41,Medium
Aarav Bansal,20,Male,BCom,2nd Year,59,8.5,7.3,6.2,6.8,8.6,0.0,regularly,0,7.4,3,0,0.26830146771918234,0.27,Low
Diya Pandey,20,Male,BSc CS,2nd Year,73,7.0,8.4,5.5,5.7,7.3,0.0,regularly,0,6.8,3,0,0.2864903802863402,0.28,Low
Anjali Gupta,21,Male,BA,1st Year,61,6.5,7.0,8.5,7.9,7.6,0.0,never,1,7.5,0,0,0.4296005042470809,0.43,Medium
Shreya Patel,18,Male,BSc CS,2nd Year,73,5.4,7.2,7.0,8.0,6.2,3.0,occasionally,0,6.8,2,1,0.5742713929825615,0.59,Medium
Nisha Gupta,21,Male,BCom,2nd Year,73,4.0,6.5,4.2,7.3,7.9,0.0,rarely,0,6.0,1,0,0.49869436023651587,0.49,Medium
Akash Chopra,21,Male,BBA,1st Year,88,5.0,5.5,8.1,8.8,5.0,0.0,regularly,0,6.5,3,0,0.25368430530960157,0.25,Low
Aisha Sharma,21,Male,BA,2nd Year,75,6.9,6.8,6.8,6.6,7.8,1.0,occasionally,0,7.0,2,1,0.38595911996878485,0.39,Medium
Rahul Shah,21,Male,BSc IT,1st Year,68,6.6,5.4,6.8,7.2,6.6,1.0,regularly,0,6.5,3,1,0.4109763784254285,0.41,Medium
Nisha Kapoor,20,Male,BA,2nd Year,76,4.7,9.0,6.9,6.9,7.0,0.0,occasionally,0,6.9,2,0,0.3147192124140828,0.31,Medium
Shreya Malhotra,19,Female,BBA,2nd Year,77,8.8,7.4,7.0,5.8,6.1,2.0,occasionally,0,7.0,2,1,0.4481045712399074,0.44,Medium
Varun Sharma,22,Male,BSc CS,2nd Year,100,6.7,7.8,7.9,7.6,6.2,1.0,never,0,7.2,0,1,0.3610168982801573,0.36,Medium
Harsh Desai,20,Male,BCom,2nd Year,61,7.3,7.0,7.6,9.0,8.3,1.0,regularly,0,7.8,3,1,0.2877660053426178,0.3,Low
Arjun Patel,20,Male,BBA,3rd Year,71,5.3,7.4,7.3,10.0,3.8,0.0,never,0,6.7,0,0,0.4786895578833628,0.48,Medium
Anjali Patel,21,Female,BSc CS,1st Year,85,7.8,5.6,5.7,7.3,8.3,0.0,rarely,0,7.0,1,0,0.328120779181799,0.33,Medium
Aarav Reddy,22,Male,BSc CS,2nd Year,68,5.2,5.8,8.3,4.6,6.2,0.0,occasionally,0,6.0,2,0,0.453777350901942,0.44,Medium
Aryan Tiwari,19,Female,BSc IT,3rd Year,86,7.0,6.3,5.5,5.6,6.1,2.0,regularly,0,6.1,3,1,0.4531470420506048,0.46,Medium
Aisha Kulkarni,19,Female,BSc CS,2nd Year,73,5.2,6.4,5.8,7.4,7.8,0.0,never,0,6.5,0,0,0.4977939190203199,0.49,Medium
Yash Patel,21,Female,BBA,1st Year,86,7.1,7.8,6.9,8.4,8.5,1.0,occasionally,0,7.7,2,1,0.24685595942011576,0.24,Low
Meera Shah,22,Female,BSc CS,2nd Year,46,6.1,7.8,8.8,7.6,7.2,0.0,never,0,7.5,0,0,0.49893447789416817,0.5,Medium
Siddharth Joshi,18,Male,BSc IT,2nd Year,59,6.8,7.0,8.0,6.5,5.7,1.0,never,1,6.8,0,1,0.6011945853468199,0.59,Medium
Sneha Kapoor,21,Female,BA,3rd Year,76,7.0,7.1,8.2,8.8,5.8,1.0,regularly,0,7.4,3,1,0.2723984752528738,0.28,Low
Shreya Sharma,21,Male,BCom,1st Year,59,5.4,7.7,6.9,6.9,5.0,3.0,never,1,6.4,0,1,0.8033886604436173,0.8,High
Ananya Sharma,18,Male,BBA,1st Year,67,8.2,5.4,7.3,6.7,7.5,1.0,never,0,7.0,0,1,0.5370981781072725,0.54,Medium
Priya Patel,22,Male,BBA,1st Year,86,8.5,6.2,9.1,7.0,7.8,0.0,occasionally,0,7.7,2,0,0.17313983852087503,0.17,Low
Vivaan Khan,21,Female,BSc CS,3rd Year,73,7.4,7.0,7.4,7.9,5.9,1.0,regularly,0,7.1,3,1,0.32022691118648133,0.32,Medium
Kavya Nair,21,Female,BSc IT,1st Year,61,6.4,7.8,8.2,7.3,7.0,2.0,regularly,0,7.4,3,1,0.4203409670738662,0.43,Medium
Aryan Malhotra,18,Female,BA,1st Year,58,8.9,7.1,5.2,6.4,5.6,3.0,occasionally,1,6.6,2,1,0.6538553891406789,0.64,High
Karan Kulkarni,21,Female,BA,3rd Year,100,6.5,9.6,6.8,7.1,7.0,1.0,occasionally,0,7.4,2,1,0.22463006873367938,0.23,Low
Shreya Bansal,19,Female,BBA,1st Year,64,6.5,6.3,9.3,6.4,6.5,1.0,occasionally,0,7.0,2,1,0.43260197496773417,0.43,Medium
Krishna Sharma,20,Female,BA,1st Year,84,6.5,6.6,8.2,4.7,7.0,2.0,never,0,6.6,0,1,0.586277275865174,0.58,Medium
Varun Reddy,20,Female,BSc CS,1st Year,76,5.6,6.9,6.9,8.9,7.6,0.0,occasionally,0,7.2,2,0,0.2828435933607467,0.28,Low
Ishaan Khan,22,Male,BSc IT,3rd Year,55,7.8,6.6,6.8,9.2,5.5,3.0,never,1,7.2,0,1,0.7217036347810428,0.71,High
Siddharth Singh,21,Female,BA,3rd Year,59,8.6,7.0,7.6,5.8,7.2,1.0,occasionally,0,7.2,2,1,0.42903022481015696,0.42,Medium
Anjali Jain,21,Female,BA,3rd Year,86,7.8,6.3,6.3,5.6,8.2,1.0,never,0,6.8,0,1,0.47303178557493175,0.47,Medium
Krishna Malhotra,19,Male,BA,2nd Year,66,6.9,6.1,5.6,6.5,6.7,0.0,occasionally,0,6.4,2,0,0.4238676951706336,0.42,Medium
