name,age,gender,course,year,attendance,gpa_sem1,gpa_sem2,gpa_sem3,gpa_sem4,gpa_sem5,backlog_count,event_participation,dropout_thought,avg_gpa,event_score,has_backlog,gpa_trend,risk_probability,predicted_risk_probability
Palak Gawande,19,1,1,0,67.22,8.25,5.95,6.57,7.51,6.3,0.0,regularly,0,6.9159999999999995,3,0,-1.9500000000000002,0.2933337335294294,0.2892252312046166
Palak Nikam,20,1,0,0,65.13,6.69,8.28,8.9,8.5,7.01,1.0,occasionally,0,7.8759999999999994,2,1,0.3199999999999994,0.32255305099498754,0.32212433362381393
Sneha Reddy,21,0,2,0,55.31,5.58,7.43,7.0,7.74,4.44,1.0,never,1,6.438,0,1,-1.1399999999999997,0.6594681393883003,0.6527516333780102
Isha Bansal,22,0,1,2,72.58,6.7,6.995,7.0,7.16,7.65,1.0,regularly,0,7.101000000000001,3,1,0.9500000000000002,0.32202779361887307,0.32104121985876205
Shaurya Mathew,22,0,4,2,67.83,6.07,5.57,7.52,6.78,7.99,1.0,regularly,0,6.786,3,1,1.92,0.38123180358375597,0.3754091123629474
Kiara Mhatre,22,1,3,1,72.56,10.0,5.8,6.77,6.74,6.88,0.0,occasionally,0,7.238000000000001,2,0,-3.12,0.2906624245880479,0.2921184111513116
Jay Mukherjee,21,0,2,1,88.41,5.68,6.11,7.47,5.52,7.01,0.0,never,0,6.358,0,0,1.33,0.4450130563976349,0.438336343354579
Mayank Chitale,19,0,1,0,72.58,7.3,7.99,9.26,5.59,8.37,2.0,never,0,7.702,0,1,1.0699999999999994,0.5049974487498874,0.5101869356543339
Heena Singh,18,1,0,0,81.73,6.2,7.16,6.83,7.77,7.17,1.0,occasionally,0,7.025999999999999,2,1,0.9699999999999998,0.34986643455293104,0.34440260819489893
Palak Sinha,19,1,1,0,77.34,7.02,5.48,5.46,7.47,6.01,1.0,occasionally,0,6.287999999999999,2,1,-1.0099999999999998,0.4582345349221119,0.4517631093267729
Nikhil Shaikh,21,0,2,2,69.04,8.65,7.26,6.33,6.1,6.28,1.0,rarely,0,6.924000000000001,1,1,-2.37,0.47927484467389,0.4820097248289267
Akash Jain,21,1,0,1,96.14,7.55,6.1,5.96,9.35,6.41,1.0,rarely,0,7.074000000000001,1,1,-1.1399999999999997,0.33925623555542206,0.34007398748925965
Hitesh Gupta,21,0,1,0,87.54,6.96,4.18,7.55,7.14,8.39,1.0,rarely,0,6.843999999999999,1,1,1.4300000000000006,0.4055887384818561,0.40727762307532245
Hitesh Sinha,18,0,0,2,72.58,7.89,3.23,6.73,6.21,6.77,1.0,never,1,6.166,0,1,-1.12,0.6143710418104871,0.5979081158584872
Ananya Kamble,20,1,3,1,100.0,7.56,4.87,7.0,8.7,6.75,1.0,regularly,0,6.975999999999999,3,1,-0.8099999999999996,0.21358465648167604,0.2229104994355512
Sai Chatterjee,22,0,4,2,68.76,6.75,5.95,7.0,7.97,7.65,0.0,rarely,0,7.064,1,0,0.9000000000000004,0.388690458324579,0.386798363813103
Dev Dalvi,22,1,4,2,62.88,7.31,6.25,7.62,8.22,4.99,1.0,rarely,0,6.878,1,1,-2.3199999999999994,0.5125311402587267,0.515265386813224
Aarav Dalvi,21,1,2,0,50.48,5.3,6.09,6.16,7.91,6.5,2.0,occasionally,0,6.392,2,1,1.2000000000000002,0.641714440075637,0.6408763626266154
Darshan Inamdar,21,1,1,2,75.87,6.93,4.5,6.08,5.37,5.89,0.0,never,1,5.754,0,0,-1.04,0.5739862532640995,0.557043925126601
Yamini Kulkarni,22,0,4,0,74.26,7.03,6.88,6.45,6.66,6.14,1.0,regularly,0,6.632,3,1,-0.8900000000000006,0.37077167812227985,0.3734917744949186
Manav More,22,1,3,1,72.58,4.97,7.54,6.88,8.1,7.61,1.0,regularly,0,7.0200000000000005,3,1,2.6400000000000006,0.33175255875378923,0.3321261480017447
Pooja Deshmukh,22,0,0,0,90.17,8.76,6.79,7.25,6.64,6.02,2.0,regularly,0,7.0920000000000005,3,1,-2.74,0.3189512861302037,0.3220761670718496
Ira Pandey,19,1,4,1,68.99,5.56,6.04,7.24,7.4,5.68,1.0,rarely,0,6.384,1,1,0.1200000000000001,0.5443317225440465,0.5380321560625121
Siddharth Ghosh,18,0,3,1,77.33,5.4,8.52,6.43,7.42,7.01,1.0,regularly,0,6.956,3,1,1.6099999999999994,0.3180508449140078,0.31995243842425125
Monika Dalvi,20,1,2,1,79.54,7.59,6.34,6.04,6.86,7.01,1.0,occasionally,0,6.767999999999999,2,1,-0.5800000000000001,0.3907014437074167,0.39482774152800926
Neha Chitale,20,1,1,0,83.62,6.52,6.995,7.33,8.43,7.36,1.0,regularly,0,7.327,3,1,0.8400000000000007,0.24519014317015328,0.2455639514740346
Gauri Solanki,19,1,1,2,95.06,5.99,7.28,7.72,5.97,6.29,1.0,rarely,0,6.65,1,1,0.2999999999999998,0.39502356154515705,0.39326750713697073
Komal Sinha,22,0,3,2,72.58,6.31,7.2,9.38,8.21,6.91,1.0,occasionally,0,7.602000000000001,2,1,0.6000000000000005,0.3219077347900469,0.3199407857013526
Hetal Saxena,21,0,1,0,68.41,8.64,6.995,6.49,7.83,6.82,0.0,regularly,0,7.3549999999999995,3,0,-1.8200000000000003,0.2352702824383948,0.23645797672999772
Rohan Dalvi,18,1,2,2,92.1,7.48,7.74,6.9,4.68,7.01,0.0,rarely,0,6.7620000000000005,1,0,-0.47000000000000064,0.319866734700003,0.32203111970926773
Pallavi Mehta,22,0,3,2,45.53,5.21,6.27,6.24,9.57,9.0,1.0,rarely,0,7.258,1,1,3.79,0.5450220608097968,0.5335638721726932
Vivaan Saxena,20,0,3,2,72.58,8.65,8.18,7.0,6.28,5.24,2.0,regularly,0,7.07,3,1,-3.41,0.40078638532881106,0.4060551523912402
Mayank Nair,22,1,0,1,76.8,6.95,6.95,6.39,7.03,5.98,0.0,never,0,6.659999999999999,0,0,-0.9699999999999998,0.4610259026923193,0.45799153116400837
Krupa Mukherjee,20,1,2,2,53.63,7.64,7.81,5.61,8.46,7.14,2.0,rarely,0,7.331999999999999,1,1,-0.5,0.5747066062370563,0.5701191968862933
Jay Nikam,19,0,1,0,96.17,7.94,7.35,8.03,6.47,6.38,1.0,never,0,7.234,0,1,-1.5600000000000005,0.37994117117387516,0.37712629266947045
Shaurya Bhosale,20,0,2,0,63.02,5.77,7.28,8.72,7.44,8.23,0.0,never,0,7.488000000000001,0,0,2.460000000000001,0.42365759222018773,0.4289889116626543
Yamini Naidu,18,0,3,2,69.56,8.85,5.71,7.01,7.7,8.78,1.0,rarely,0,7.609999999999999,1,1,-0.07000000000000028,0.39457334093705915,0.39474661599362787
Ananya Shah,19,1,0,1,62.95,7.93,6.92,6.61,5.46,6.92,0.0,occasionally,0,6.768000000000001,2,0,-1.0099999999999998,0.3903562745745413,0.39153283875655054
Om Mittal,18,0,3,1,60.02,5.3,6.995,5.33,6.04,8.11,3.0,regularly,0,6.3549999999999995,3,1,2.8099999999999996,0.6182129243329232,0.6251379328715442
Nisha Agarwal,20,1,0,0,73.35,8.72,9.69,8.3,7.89,7.38,4.0,rarely,0,8.396,1,1,-1.3400000000000007,0.508254044481796,0.5591790551260277
Akash Bhatt,22,1,2,1,82.87,6.02,4.88,5.83,8.28,6.81,1.0,regularly,0,6.363999999999999,3,1,0.79,0.3641834498904463,0.36449083049144104
Mansi George,21,0,0,1,85.47,6.4,7.64,6.37,6.99,8.75,0.0,never,0,7.2299999999999995,0,0,2.3499999999999996,0.3535582435393343,0.3421056370437186
Chirag Kadam,20,0,4,2,72.58,7.85,5.73,4.85,5.67,6.23,1.0,occasionally,0,6.066000000000001,2,1,-1.6199999999999992,0.5063180958669747,0.4985489468065283
Dev Gokhale,22,1,1,0,73.74,6.38,5.74,9.29,6.29,6.3,1.0,regularly,0,6.8,3,1,-0.08000000000000007,0.35294294204160037,0.3546211150028337
Monika Sheikh,19,0,2,0,87.7,7.35,8.32,7.62,9.17,7.21,3.0,regularly,0,7.934,3,1,-0.13999999999999968,0.3040189692949544,0.32403616016093745
Aanya Ansari,22,1,3,1,86.82,6.08,9.54,6.98,6.14,7.51,1.0,regularly,0,7.25,3,1,1.4299999999999997,0.24002761353062996,0.24057428656944665
Vivek Nair,18,0,1,0,72.44,7.29,5.17,5.03,6.96,6.79,0.0,rarely,0,6.248,1,0,-0.5,0.4700903442686916,0.46665507123853645
Sai Chaudhari,20,1,1,0,100.0,7.22,6.86,6.73,6.88,5.59,1.0,never,0,6.656000000000001,0,1,-1.63,0.4320917249452231,0.4349869658769392
Laksh Gokhale,20,1,2,2,62.23,6.7,6.77,8.01,6.39,7.01,0.0,never,1,6.975999999999999,0,0,0.3099999999999996,0.4886844553831379,0.49584520419515304
Sumit Bansal,18,1,1,2,69.11,8.56,6.72,6.02,5.71,6.97,1.0,rarely,0,6.796000000000001,1,1,-1.5900000000000007,0.4943272203379654,0.49499793181552365
Pranav Inamdar,18,0,3,1,93.27,6.55,5.54,4.29,6.53,7.49,0.0,regularly,0,6.08,3,0,0.9400000000000004,0.276420446018549,0.2731519750326866
Meera Kulkarni,19,1,3,0,65.02,5.33,6.23,8.45,7.59,7.21,0.0,regularly,0,6.961999999999999,3,0,1.88,0.29771588078158306,0.3047636172057175
Nisha Bose,18,0,4,2,62.11,5.7,7.94,6.93,7.38,7.18,1.0,never,1,7.025999999999999,0,1,1.4799999999999995,0.5582585466878771,0.5534668968193945
Aanya Chavan,20,0,0,2,71.18,7.35,6.995,6.89,7.6,8.29,1.0,never,0,7.425,0,1,0.9399999999999995,0.46952006483176745,0.46777376152610484
Kabir Lad,19,0,3,0,69.65,9.18,4.93,9.62,7.17,8.15,1.0,occasionally,0,7.81,2,1,-1.0299999999999994,0.31012696221148356,0.30290368033107934
Sejal Agarwal,19,0,0,2,61.6,6.74,6.39,7.69,5.98,7.68,0.0,regularly,0,6.896000000000001,3,0,0.9399999999999995,0.32103730828105753,0.3281920817126972
Vihaan Bose,22,1,3,0,64.34,8.14,8.62,9.32,5.8,8.56,2.0,never,1,8.088,0,1,0.41999999999999993,0.4957529189302759,0.5072249693246847
Muskan Chopra,21,0,4,0,72.58,8.37,7.64,7.81,8.08,7.01,0.0,rarely,0,7.781999999999999,1,0,-1.3599999999999994,0.2852897919980791,0.29337661270967447
Myra More,22,1,1,1,85.64,8.0,5.26,5.7,6.21,6.12,2.0,rarely,0,6.258000000000001,1,1,-1.88,0.5595341717441545,0.559627374916197
Yamini Varghese,19,0,0,0,57.04,7.22,6.78,6.3,7.06,7.9,3.0,never,1,7.052,0,1,0.6800000000000006,0.7280367380016208,0.7146226387411778
Pranav Naidu,18,0,1,2,72.58,6.71,6.01,7.11,7.99,7.01,0.0,never,0,6.965999999999999,0,0,0.2999999999999998,0.44328721073325933,0.44514738454011704
Aanya Sharma,19,1,4,0,70.74,6.56,8.88,7.0,7.3,8.47,1.0,regularly,0,7.642,3,1,1.910000000000001,0.2653600264129422,0.26857387318539655
Mayank Bhatt,21,1,4,1,61.62,5.81,5.38,5.79,7.99,6.01,0.0,rarely,1,6.196,1,0,0.20000000000000018,0.5250472731638504,0.5321339387394433
Prisha Tiwari,21,1,4,2,83.35,5.28,6.68,7.0,6.22,7.69,1.0,never,0,6.574,0,1,2.41,0.5168982801572771,0.5199500858547678
Jay Desai,19,0,3,1,72.58,6.32,7.88,6.95,8.06,10.0,0.0,regularly,0,7.8420000000000005,3,0,3.6799999999999997,0.1580274334423866,0.18111335713063723
Vivaan Shinde,19,0,0,2,88.0,7.39,8.17,7.0,5.34,6.18,1.0,regularly,0,6.816,3,1,-1.21,0.28682054206561214,0.28628508475825054
Aarav Rao,21,0,4,1,85.21,6.81,8.66,8.93,6.56,6.87,0.0,occasionally,0,7.566,2,0,0.0600000000000005,0.19433022180868623,0.19399301416837142
Divya Bansal,18,0,1,1,49.26,4.94,6.84,5.88,6.27,8.12,2.0,occasionally,0,6.409999999999999,2,1,3.179999999999999,0.6450460725755621,0.643067342251003
Vivaan Mathew,20,0,0,2,83.54,5.99,7.17,7.38,6.76,7.01,0.0,regularly,0,6.861999999999999,3,0,1.0199999999999996,0.22634090704445178,0.22579652927730404
Harsh Inamdar,20,1,0,0,83.81,8.04,7.77,6.85,6.96,7.93,1.0,regularly,0,7.51,3,1,-0.10999999999999943,0.22236395833958633,0.2204245162376652
Laksh Ghosh,18,1,0,0,66.28,7.31,7.03,8.35,6.99,7.49,2.0,occasionally,0,7.434,2,1,0.1800000000000006,0.445478284359336,0.4528806555208483
Yash Agarwal,18,0,4,1,66.63,8.46,7.22,6.31,7.57,8.17,1.0,never,0,7.545999999999999,0,1,-0.2900000000000009,0.4754779842122641,0.48040030219572827
Arnav Qureshi,22,1,2,1,81.78,5.54,6.82,7.18,4.91,8.7,2.0,regularly,0,6.63,3,1,3.1599999999999993,0.41219197406729297,0.42279601813604756
Sonal Chopra,18,0,1,1,50.5,8.18,6.81,8.26,8.15,8.69,0.0,occasionally,0,8.017999999999999,2,0,0.5099999999999998,0.29633520425008264,0.29511791307968066
Tejas Agarwal,18,0,4,0,100.0,7.51,6.995,5.44,8.57,8.53,1.0,rarely,0,7.409000000000001,1,1,1.0199999999999996,0.2816580124260886,0.3028132407292468
Laksh Jadhav,19,0,0,0,62.85,6.74,4.62,7.0,7.5,5.43,0.0,never,1,6.258,0,0,-1.3100000000000005,0.572095326710088,0.5600732853242485
Tanya Sinha,20,0,2,1,77.37,7.04,3.8,7.76,8.49,6.31,0.0,rarely,0,6.6800000000000015,1,0,-0.7300000000000004,0.39602905423657575,0.39903317769897306
Payal Kapoor,20,1,1,1,100.0,7.19,7.23,6.88,8.17,7.01,2.0,regularly,0,7.295999999999999,3,1,-0.1800000000000006,0.2502025992736441,0.26459565607002106
Darshan Singh,22,1,2,2,56.78,6.87,8.86,6.57,7.54,8.3,1.0,rarely,0,7.628,1,1,1.4300000000000006,0.4499504757331092,0.4509708867194089
Aryan Joshi,19,1,2,1,65.99,5.29,5.27,7.45,8.74,6.53,1.0,occasionally,0,6.656000000000001,2,1,1.2400000000000002,0.46515292493321725,0.4670090764324705
Mansi Varghese,19,0,4,1,79.12,6.98,9.12,7.73,8.31,5.9,0.0,never,0,7.608,0,0,-1.08,0.3367650148572801,0.32764182217710014
Varun Joshi,20,0,4,2,80.96,4.8,6.06,7.95,5.62,7.01,0.0,occasionally,0,6.287999999999999,2,0,2.21,0.3668997808926375,0.35619758852044
Shreya Katpara,20,0,0,2,56.21,9.96,5.58,8.05,7.02,5.97,1.0,rarely,0,7.316000000000001,1,1,-3.990000000000001,0.48997508779301846,0.4861691557892856
Simran Shaikh,18,1,3,2,72.66,7.74,6.07,6.12,5.45,6.96,1.0,rarely,0,6.467999999999999,1,1,-0.7800000000000002,0.5177236846054567,0.5191115031229253
Mehul Sharma,22,0,4,2,45.46,7.52,6.995,6.58,7.72,7.01,0.0,never,1,7.164999999999999,0,0,-0.5099999999999998,0.5414953327130294,0.5254125657322934
Hitesh Katpara,22,0,1,2,96.52,6.12,7.6,7.5,7.09,7.75,0.0,rarely,0,7.212000000000001,1,0,1.63,0.2459405108503165,0.26388015871042647
Shreya Chatterjee,19,0,0,1,72.58,6.63,5.92,7.04,4.63,7.74,1.0,regularly,0,6.392,3,1,1.1100000000000003,0.40714950325659566,0.40575340539452265
Pooja Shaikh,18,0,1,1,72.58,6.88,9.55,5.16,5.96,7.01,2.0,rarely,0,6.912000000000001,1,1,0.1299999999999999,0.5398145091094635,0.5378853680324218
Atharva Patankar,18,0,3,1,60.78,8.0,6.3,7.0,7.7,5.87,0.0,never,0,6.973999999999999,0,0,-2.13,0.49545277185821057,0.5024171328532032
Hetal Jadhav,21,0,1,1,74.35,7.67,5.03,7.0,6.31,6.59,0.0,regularly,0,6.519999999999999,3,0,-1.08,0.30877630038718984,0.31910280558267134
Payal Thomas,20,1,2,0,75.7,3.95,6.73,5.13,6.47,9.29,0.0,regularly,0,6.313999999999999,3,0,5.339999999999999,0.3274304409160489,0.3280723392645801
Nandini Lokhande,20,1,0,2,55.77,5.6,6.995,5.96,6.56,4.78,2.0,rarely,0,5.979,1,1,-0.8199999999999994,0.7275114806255065,0.7252881732593711
Shreya Fernandes,21,0,4,0,65.37,5.61,7.35,5.7,7.78,6.39,0.0,regularly,0,6.566,3,0,0.7799999999999994,0.34368340486838544,0.35169696809100026
Sagar Banerjee,18,0,0,2,72.58,8.96,5.61,6.41,8.75,9.39,1.0,rarely,0,7.824000000000001,1,1,0.4299999999999997,0.3552840892037097,0.3578825557521926
Nandini Shirke,20,1,3,2,72.58,5.9,7.68,8.14,4.13,7.01,1.0,rarely,0,6.572,1,1,1.1099999999999994,0.505597742894018,0.5059410161601388
Sagar Thomas,21,0,4,2,98.35,7.18,7.92,8.47,6.99,7.09,2.0,regularly,0,7.530000000000001,3,1,-0.08999999999999986,0.22953747336194716,0.24683435500604364
Aniket Das,20,0,1,0,74.33,6.62,7.15,5.98,4.67,7.29,1.0,regularly,0,6.3420000000000005,3,1,0.6699999999999999,0.40527358405618746,0.40855502694036455
Ira Dubey,18,1,4,1,37.55,7.01,4.84,7.61,4.49,6.78,0.0,occasionally,1,6.146000000000001,2,0,-0.22999999999999954,0.5793889005612749,0.5593618736095555
Arjun Thomas,22,0,3,0,92.31,7.26,7.19,6.0,6.22,6.88,1.0,occasionally,0,6.709999999999999,2,1,-0.3799999999999999,0.3401716841252215,0.34260721875565886
Hetal Shetty,20,0,1,1,72.58,6.21,9.55,7.18,6.65,7.54,1.0,occasionally,0,7.426,2,1,1.33,0.343038088663445,0.34413301512935396
Om Chaudhary,19,0,3,2,78.02,7.2,7.07,7.0,6.63,8.7,2.0,rarely,0,7.3199999999999985,1,1,1.4999999999999991,0.46633850586787545,0.4761095298818348
Sumit Shetty,22,0,1,2,79.48,5.38,5.65,7.0,6.75,5.03,1.0,rarely,0,5.962000000000001,1,1,-0.34999999999999964,0.5477684065191943,0.5494035553113066
Krishna Gupta,20,0,0,2,91.9,5.22,6.78,5.72,7.52,6.57,0.0,never,0,6.362,0,0,1.3500000000000005,0.4288201218597112,0.427459261015506
Aarav Inamdar,20,1,2,0,53.49,6.3,7.4,5.73,5.86,4.82,2.0,regularly,1,6.022,3,1,-1.4799999999999995,0.6125551520244921,0.6159799002067374
Bhakti Joshi,19,0,4,0,73.61,5.78,8.13,8.26,5.73,5.88,1.0,rarely,0,6.756,1,1,0.09999999999999964,0.478869646126602,0.4790707465432116
Mansi Ansari,20,0,3,2,72.27,4.99,5.42,6.74,8.79,7.88,0.0,occasionally,0,6.764,2,0,2.8899999999999997,0.3488759492151154,0.3497055608250339
Tanish Jadhav,21,1,1,1,94.83,6.54,4.97,8.38,7.65,6.38,2.0,never,0,6.784000000000001,0,1,-0.16000000000000014,0.5150373683104721,0.5263060819153306
Tanya Verma,19,0,1,0,72.58,5.93,6.77,6.47,5.63,7.72,1.0,occasionally,0,6.504,2,1,1.79,0.4537323288411322,0.45104712185147133
Pranav Singh,19,1,3,1,89.77,8.46,7.28,7.57,6.56,7.01,0.0,rarely,0,7.376,1,0,-1.450000000000001,0.25664075396944497,0.2598108312463764
Atharva Gokhale,18,1,4,0,89.67,6.27,4.86,7.09,8.43,8.91,1.0,regularly,0,7.112,3,1,2.6400000000000006,0.24376444457784308,0.2468683522633953
Mayank Deshmukh,21,0,1,0,71.03,6.39,8.63,7.12,8.07,6.24,2.0,rarely,0,7.290000000000001,1,1,-0.14999999999999947,0.5014106912387069,0.5038320300229224
Pallavi Desai,22,0,4,0,79.57,6.09,6.98,6.41,6.75,4.9,0.0,never,0,6.226000000000001,0,0,-1.1899999999999995,0.5006603235585436,0.4910128005897954
Arjun Chatterjee,20,1,4,0,100.0,7.39,8.44,6.64,6.19,6.83,0.0,regularly,0,7.098000000000001,3,0,-0.5599999999999996,0.12390071134856061,0.1316260744607276
Nisha Lokhande,21,0,1,0,100.0,7.07,5.78,8.77,5.2,3.0,2.0,occasionally,0,5.964,2,1,-4.07,0.47015037368310464,0.4553831946905579
Karan Lad,18,1,3,0,75.88,4.62,6.18,8.01,7.63,5.7,1.0,rarely,0,6.428,1,1,1.08,0.5080289341777471,0.5075826884110782
Sneha Gadkari,21,1,1,2,93.62,7.68,7.52,7.44,7.74,6.54,1.0,rarely,0,7.384,1,1,-1.1399999999999997,0.3133835579433922,0.3310566898629162
Vaishnavi Verma,20,1,4,0,78.78,6.78,5.54,7.88,7.57,5.05,2.0,rarely,0,6.564,1,1,-1.7300000000000004,0.553681303838881,0.5566763325733355
Tanish Iyer,19,1,0,2,70.06,5.62,6.8,7.29,6.01,7.51,0.0,regularly,0,6.645999999999999,3,0,1.8899999999999997,0.31296335204250086,0.3148040353779668
Laksh Sheikh,19,1,3,1,72.28,6.46,6.995,4.99,6.3,7.42,2.0,occasionally,0,6.433,2,1,0.96,0.538643935528409,0.5334695735250206
Kavya Naik,21,0,0,1,52.05,8.44,8.52,8.13,6.45,6.25,1.0,never,1,7.558000000000002,0,1,-2.1899999999999995,0.5396794429270341,0.5281645139670091
Mansi Chowdhury,21,1,3,2,100.0,6.75,6.37,8.48,8.01,6.38,1.0,occasionally,0,7.198,2,1,-0.3700000000000001,0.2469610108953386,0.25125484095075185
Dev Thomas,21,1,3,1,75.15,7.76,5.08,6.62,7.13,5.9,0.0,occasionally,0,6.498,2,0,-1.8599999999999994,0.36784524416964304,0.3736998236862435
Muskan Bhat,21,0,0,1,76.78,6.11,6.995,8.77,8.27,7.52,0.0,never,0,7.5329999999999995,0,0,1.4099999999999993,0.35630458924873193,0.3519453509470747
Pranav Solanki,18,0,4,2,76.95,7.49,6.995,9.45,7.64,6.87,0.0,never,0,7.689,0,0,-0.6200000000000001,0.3368100369180898,0.33282507708933573
Sumit Mehta,21,1,3,2,56.49,4.88,6.25,4.78,6.81,9.94,2.0,rarely,0,6.531999999999999,1,1,5.06,0.6578773599063542,0.6661370825166295
Isha Desai,19,0,1,0,60.76,7.27,6.995,7.76,5.6,7.18,1.0,regularly,0,6.961,3,1,-0.08999999999999986,0.39205210553171044,0.3868523502107058
Rudra Rawat,20,1,1,2,52.21,7.92,5.34,7.27,7.71,8.23,0.0,occasionally,0,7.294,2,0,0.3100000000000005,0.3755590239217216,0.36709891424409447
Pallavi Sheikh,18,1,4,0,61.2,7.69,7.89,7.78,6.71,6.82,1.0,occasionally,1,7.378,2,1,-0.8700000000000001,0.4000360176486478,0.3976750095288591
Pranav Arora,19,0,1,0,82.1,6.86,7.31,9.89,8.07,7.01,1.0,rarely,0,7.828,1,1,0.14999999999999947,0.3119428519974786,0.3230800687555101
Krishna Shinde,20,0,3,1,100.0,5.38,8.81,8.26,7.16,6.3,2.0,regularly,0,7.182,3,1,0.9199999999999999,0.2638893057598222,0.27715743224347084
Shreya Nair,20,1,2,2,90.91,7.09,5.16,6.99,6.26,7.01,1.0,occasionally,0,6.502,2,1,-0.08000000000000007,0.3714470090344268,0.3640734847581347
Dhruv Pawar,20,1,0,1,55.83,6.41,4.36,8.17,6.33,8.57,1.0,regularly,0,6.767999999999999,3,1,2.16,0.4374193354743825,0.4372749358248777
Shreya Chaudhary,18,1,0,1,60.34,8.94,6.995,5.64,6.91,8.18,0.0,regularly,0,7.333,3,0,-0.7599999999999998,0.27424437974607546,0.27603656520994607
Kunal Shaikh,22,0,0,1,91.62,9.17,7.36,7.0,6.87,7.34,2.0,rarely,0,7.548,1,1,-1.83,0.37773509019419504,0.38908967240427433
Laksh Wagh,21,0,3,2,64.28,6.85,7.24,7.0,5.39,8.11,0.0,regularly,0,6.918000000000001,3,0,1.2599999999999998,0.30633010174985725,0.3119668808396856
Aarav Lad,18,0,0,0,93.19,6.24,8.65,7.0,5.55,5.66,0.0,regularly,0,6.62,3,0,-0.5800000000000001,0.21194885493891996,0.22058310642794243
Arnav Jadhav,21,1,3,2,71.51,6.85,7.49,6.21,7.95,8.26,0.0,never,0,7.351999999999999,0,0,1.4100000000000001,0.4017618633130234,0.4020219922959796
Siddharth Wagh,22,1,3,0,90.33,6.57,4.88,7.86,4.57,6.05,1.0,rarely,0,5.986,1,1,-0.5200000000000005,0.49603805864873796,0.5036187602620555
Sara Singh,21,1,1,2,62.06,6.26,6.995,8.24,7.58,7.23,0.0,occasionally,0,7.260999999999998,2,0,0.9700000000000006,0.33517423537533403,0.3273081818033016
Sumit Prajapati,20,1,4,0,43.85,6.73,6.995,7.32,6.15,7.01,1.0,rarely,0,6.840999999999999,1,1,0.27999999999999936,0.6026502986463368,0.6074761264884699
Om Bansal,21,0,2,2,92.54,7.72,6.91,9.13,4.07,7.75,1.0,rarely,0,7.116,1,1,0.03000000000000025,0.3504217066362518,0.3562673706336736
Kavya Saxena,20,1,4,0,86.04,7.4,5.14,5.78,8.3,6.67,3.0,never,1,6.6579999999999995,0,1,-0.7300000000000004,0.6447759402107034,0.6220655528441266
Aniket Chowdhury,20,0,0,1,79.94,6.28,6.27,6.9,5.41,7.44,0.0,never,0,6.460000000000001,0,0,1.1600000000000001,0.47090074136326787,0.46674096343073607
Sumit Shirke,18,0,2,0,81.92,7.03,7.28,7.78,7.27,5.69,0.0,occasionally,0,7.01,2,0,-1.3399999999999999,0.27589518864243473,0.274973394228185
Prisha D'Souza,19,1,1,0,84.91,8.17,6.78,7.0,7.58,6.37,0.0,regularly,0,7.18,3,0,-1.7999999999999998,0.1819941771468019,0.18645294223854902
Dhruv Yadav,18,0,1,2,76.27,7.18,6.87,5.64,5.56,6.6,2.0,rarely,0,6.37,1,1,-0.5800000000000001,0.5882732538944082,0.5899126796359834
Trisha Singh,20,1,4,2,57.41,7.06,7.39,5.73,7.63,7.01,1.0,never,1,6.964,0,1,-0.04999999999999982,0.5868625626557012,0.592160536288363
Prisha Sharma,21,1,1,1,69.85,7.3,4.07,7.06,7.74,6.99,0.0,never,0,6.632000000000001,0,0,-0.3099999999999996,0.49567788216225944,0.49549632431189505
Nikhil Wagh,21,0,3,1,73.5,7.48,5.8,7.7,7.94,6.14,1.0,rarely,0,7.0120000000000005,1,1,-1.3400000000000007,0.4486298286160218,0.4498542054628726
Vivek Reddy,22,1,1,1,68.24,4.81,6.72,6.52,7.96,7.94,1.0,never,0,6.789999999999999,0,1,3.130000000000001,0.5589939070144372,0.5568162921664048
Khushi Chopra,22,0,4,1,100.0,8.43,5.97,5.51,6.15,7.68,0.0,occasionally,0,6.747999999999999,2,0,-0.75,0.22595071585076687,0.2383958500345119
Hetal Mehta,21,1,0,1,62.08,6.12,7.98,5.48,4.77,6.3,0.0,never,1,6.130000000000001,0,0,0.17999999999999972,0.5909295554821862,0.5915076466261119
Kavya Sinha,20,0,1,0,60.1,6.95,7.53,7.25,6.62,5.57,2.0,occasionally,0,6.784000000000001,2,1,-1.38,0.5513401566767715,0.5460857648710462
Rekha Ghosh,22,0,4,0,67.84,7.34,6.96,6.9,7.85,5.87,1.0,occasionally,0,6.984,2,1,-1.4699999999999998,0.4174445478284358,0.41804228175879127
Kabir Lokhande,21,0,0,0,95.38,6.11,8.94,7.98,6.55,7.51,1.0,regularly,0,7.418000000000001,3,1,1.3999999999999995,0.18131884623465483,0.1871599745960675
Shruti Gawande,19,1,4,0,79.95,6.64,6.995,5.92,8.17,5.76,2.0,never,0,6.697,0,1,-0.8799999999999999,0.5924753129033227,0.5902929497916396
Atharva Shaikh,20,0,0,1,79.01,9.15,5.95,6.33,7.34,6.69,2.0,regularly,0,7.0920000000000005,3,1,-2.46,0.36919590599393687,0.3761176802557515
Gauri Mittal,21,1,1,2,90.38,4.91,5.57,9.89,7.72,8.14,0.0,rarely,0,7.246,1,0,3.2300000000000004,0.2695020560074436,0.27037892507372213
